using ndc
-0.104779 -0.323062 0.858542
-0.110126 -0.322057 0.859793
-0.110044 -0.322102 0.859609
-0.109565 -0.322187 0.859806
-0.109537 -0.322211 0.859618
-0.105714 -0.322772 0.858057
-0.105733 -0.322747 0.85796
-0.105657 -0.322864 0.857891
-0.105694 -0.322804 0.857886
-0.104657 -0.325052 0.855765
-0.104787 -0.3249 0.855875
-0.104754 -0.324993 0.855703
-0.104925 -0.32486 0.855781
-0.105121 -0.324707 0.855864
-0.106107 -0.323637 0.856745
-0.106334 -0.323592 0.856688
-0.106608 -0.323555 0.856606
-0.106142 -0.323786 0.856531
-0.10636 -0.32374 0.856481
-0.106614 -0.323704 0.856408
-0.107265 -0.323789 0.855984
-0.107036 -0.323981 0.855838
-0.106906 -0.323843 0.856093
-0.109865 -0.322698 0.855299
-0.109539 -0.322943 0.855136
-0.109246 -0.323206 0.854958
-0.109549 -0.322795 0.855534
-0.109233 -0.32304 0.855375
-0.108964 -0.323302 0.855202
-0.109187 -0.322898 0.855748
-0.108885 -0.32314 0.85559
-0.108638 -0.323401 0.855417
-0.108309 -0.323505 0.855594
-0.107973 -0.323612 0.855738
-0.108538 -0.323252 0.855772
-0.108188 -0.323374 0.855919
-0.108816 -0.323018 0.855936
-0.108436 -0.323152 0.856088
-0.109529 -0.322693 0.85589
-0.109891 -0.32252 0.856007
-0.10989 -0.322585 0.855676
-0.110234 -0.322411 0.855803
-0.110197 -0.322485 0.855447
-0.110518 -0.322309 0.855589
-0.11074 -0.322201 0.855361
-0.110904 -0.322066 0.855099
-0.110426 -0.322383 0.855205
-0.110557 -0.322281 0.854938
-0.110096 -0.322599 0.85505
-0.110232 -0.322499 0.854781
-0.111514 -0.321842 0.855578
-0.111197 -0.321958 0.855373
-0.111335 -0.321946 0.855724
-0.111027 -0.322067 0.855546
-0.111125 -0.322043 0.855876
-0.110818 -0.322167 0.855735
-0.108994 -0.32347 0.854773
-0.108724 -0.323738 0.854586
-0.108743 -0.323567 0.855017
-0.108505 -0.323834 0.854827
-0.10844 -0.32366 0.855231
-0.108226 -0.323921 0.855038
-0.10976 -0.322845 0.854879
-0.109896 -0.32274 0.854606
-0.109443 -0.323103 0.854697
-0.109564 -0.322991 0.854422
-0.109253 -0.323236 0.854242
-0.108926 -0.32348 0.854066
-0.109159 -0.323362 0.854513
-0.10886 -0.323621 0.854329
-0.111135 -0.321882 0.855053
-0.111349 -0.321832 0.855258
-0.111663 -0.321724 0.85544
-0.107774 -0.323854 0.855547
-0.107551 -0.324099 0.855355
-0.10762 -0.323714 0.855861
-0.107398 -0.32394 0.855683
-0.107142 -0.324174 0.855503
-0.105085 -0.324818 0.855495
-0.105421 -0.324686 0.855633
-0.105266 -0.324788 0.855422
-0.105639 -0.324657 0.855548
-0.109082 -0.322788 0.853485
-0.108686 -0.322972 0.853367
-0.109242 -0.32294 0.853711
-0.108859 -0.323144 0.853571
-0.110274 -0.322398 0.854492
-0.109957 -0.322626 0.854318
-0.109623 -0.322864 0.854139
-0.109289 -0.323093 0.85397
-0.108932 -0.323317 0.853808
-0.104604 -0.324915 0.853653
-0.104549 -0.325023 0.85385
-0.105568 -0.324648 0.853465
-0.105528 -0.324795 0.853687
-0.105453 -0.324912 0.85391
-0.106478 -0.324461 0.853516
-0.106438 -0.32462 0.853756
-0.106347 -0.324745 0.853997
-0.107169 -0.32453 0.854104
-0.107855 -0.32428 0.854239
-0.10727 -0.324399 0.853855
-0.107964 -0.324147 0.853986
-0.10731 -0.324231 0.853607
-0.108006 -0.323979 0.853734
-0.105562 -0.324479 0.85327
-0.10645 -0.324276 0.853301
-0.107273 -0.324037 0.853384
-0.107973 -0.323785 0.853504
-0.114601 -0.320704 0.857792
-0.114436 -0.320818 0.857466
-0.114185 -0.320936 0.857147
-0.114381 -0.320826 0.857847
-0.114239 -0.320933 0.857531
-0.113999 -0.32105 0.857206
-0.114151 -0.320938 0.857902
-0.114022 -0.321044 0.8576
-0.113796 -0.32116 0.857283
-0.115217 -0.320251 0.85801
-0.115065 -0.320419 0.857671
-0.114979 -0.320301 0.858401
-0.114937 -0.320432 0.858069
-0.114829 -0.320566 0.857732
-0.114681 -0.320594 0.858109
-0.111106 -0.321804 0.859687
-0.110914 -0.321887 0.859532
-0.110759 -0.321838 0.859948
-0.110638 -0.321928 0.859753
-0.1105 -0.321993 0.859581
-0.111989 -0.321544 0.859507
-0.111781 -0.32163 0.859364
-0.111548 -0.321681 0.859598
-0.111316 -0.321777 0.859459
-0.105476 -0.324796 0.85531
-0.105876 -0.324652 0.855434
-0.105727 -0.324816 0.855169
-0.106158 -0.32465 0.855298
-0.105966 -0.322612 0.857927
-0.106074 -0.322631 0.857804
-0.105869 -0.322686 0.857891
-0.105804 -0.32275 0.857845
-0.105765 -0.322812 0.857797
-0.106303 -0.322626 0.857713
-0.106696 -0.322593 0.857642
-0.112811 -0.32127 0.858888
-0.112445 -0.321378 0.858884
-0.112781 -0.32126 0.859018
-0.112379 -0.321398 0.859006
-0.112696 -0.321276 0.859141
-0.112239 -0.32145 0.859121
-0.108501 -0.322348 0.859415
-0.108979 -0.322288 0.859465
-0.109468 -0.322207 0.859482
-0.109935 -0.322116 0.859475
-0.110352 -0.322024 0.859452
-0.110724 -0.321935 0.859414
-0.112347 -0.321419 0.859377
-0.111394 -0.321747 0.859287
-0.111666 -0.321647 0.859197
-0.112031 -0.321535 0.859234
-0.111889 -0.321554 0.859098
-0.112045 -0.321488 0.85899
-0.112124 -0.321453 0.858878
-0.112125 -0.321448 0.858767
-0.112442 -0.321381 0.858762
-0.112081 -0.321472 0.858648
-0.112394 -0.321411 0.858629
-0.112905 -0.321395 0.85817
-0.112543 -0.321482 0.858243
-0.112208 -0.321545 0.858307
-0.113034 -0.321302 0.858376
-0.112667 -0.321395 0.85843
-0.112321 -0.321469 0.858476
-0.113116 -0.321227 0.858565
-0.112748 -0.321328 0.858599
-0.11113 -0.322005 0.857263
-0.110894 -0.322038 0.8574
-0.111733 -0.321827 0.857449
-0.111505 -0.321857 0.857603
-0.111279 -0.321884 0.857723
-0.112355 -0.321641 0.857642
-0.112021 -0.321699 0.857815
-0.11173 -0.321742 0.857927
-0.112022 -0.321519 0.85851
-0.111927 -0.321583 0.858355
-0.11271 -0.3215 0.857936
-0.112349 -0.321578 0.858038
-0.112028 -0.321633 0.858123
-0.111768 -0.321662 0.858187
-0.111503 -0.321763 0.858006
-0.108634 -0.322425 0.85746
-0.107948 -0.322471 0.857514
-0.107186 -0.322618 0.857487
-0.107272 -0.322533 0.857577
-0.107096 -0.322737 0.857358
-0.111103 -0.321895 0.857816
-0.111068 -0.321846 0.859359
-0.106659 -0.321975 0.857956
-0.106506 -0.321987 0.858025
-0.103632 -0.3252 0.854136
-0.104405 -0.325158 0.854204
-0.10367 -0.325148 0.85398
-0.10448 -0.325104 0.854035
-0.10371 -0.325074 0.853819
-0.103741 -0.324979 0.853661
-0.103068 -0.324996 0.853697
-0.105245 -0.325053 0.854292
-0.106079 -0.324893 0.8544
-0.105357 -0.324996 0.854113
-0.106226 -0.324832 0.854212
-0.103045 -0.325217 0.85424
-0.103614 -0.325227 0.854281
-0.104335 -0.325189 0.854357
-0.106838 -0.324688 0.854527
-0.107465 -0.324449 0.854676
-0.107025 -0.324621 0.85433
-0.107688 -0.324375 0.854473
-0.105123 -0.325091 0.854453
-0.105902 -0.324941 0.854567
-0.106331 -0.324792 0.854856
-0.10686 -0.324581 0.855003
-0.106606 -0.324747 0.854698
-0.107187 -0.324519 0.854849
-0.116952 -0.316044 0.861166
-0.117064 -0.3162 0.860995
-0.10712 -0.316491 0.851443
-0.105581 -0.316736 0.851195
-0.110863 -0.321724 0.860146
-0.104788 -0.323485 0.857817
-0.104104 -0.323178 0.858578
-0.104448 -0.323123 0.858558
-0.103978 -0.323318 0.858328
-0.104296 -0.323265 0.858309
-0.104491 -0.32511 0.85581
-0.104271 -0.325173 0.855828
-0.104568 -0.324976 0.855927
-0.104313 -0.325063 0.855945
-0.104008 -0.325251 0.855818
-0.104032 -0.325155 0.855936
-0.104061 -0.324997 0.856127
-0.104141 -0.324519 0.856698
-0.104099 -0.324767 0.8564
-0.10383 -0.324345 0.856982
-0.103867 -0.324156 0.857214
-0.104181 -0.324305 0.856959
-0.104207 -0.324118 0.857195
-0.107415 -0.323601 0.856156
-0.107573 -0.323398 0.856348
-0.107817 -0.3235 0.856036
-0.108033 -0.323291 0.856205
-0.108119 -0.323757 0.855403
-0.10791 -0.32401 0.855208
-0.106024 -0.324816 0.855014
-0.106501 -0.324626 0.855152
-0.115271 -0.32029 0.857574
-0.115496 -0.320088 0.857885
-0.11424 -0.320789 0.856579
-0.114119 -0.320895 0.856748
-0.107024 -0.323508 0.856476
-0.106982 -0.323668 0.856288
-0.107954 -0.323183 0.856446
-0.108326 -0.323085 0.856352
-0.108743 -0.322948 0.856245
-0.10657 -0.323416 0.856801
-0.106283 -0.323453 0.856892
-0.106051 -0.323494 0.85696
-0.107476 -0.323288 0.856549
-0.106995 -0.32337 0.856666
-0.11342 -0.319913 0.854817
-0.113382 -0.319544 0.854519
-0.113323 -0.319152 0.854211
-0.11273 -0.319545 0.854125
-0.111872 -0.320943 0.854638
-0.10389 -0.323982 0.857436
-0.104214 -0.323941 0.857423
-0.10349 -0.32438 0.856999
-0.103528 -0.324191 0.857231
-0.112216 -0.319916 0.854081
-0.112121 -0.31972 0.853868
-0.113154 -0.32118 0.858738
-0.112798 -0.32129 0.858751
-0.110522 -0.322197 0.857061
-0.110265 -0.322229 0.857218
-0.112065 -0.319431 0.853638
-0.118194 -0.315997 0.861423
-0.118561 -0.315829 0.861362
-0.118505 -0.315907 0.861412
-0.118937 -0.31589 0.861702
-0.118865 -0.315922 0.861718
-0.11925 -0.315903 0.862044
-0.119164 -0.315914 0.862049
-0.118725 -0.31588 0.861687
-0.119028 -0.31586 0.862033
-0.11839 -0.315887 0.861426
-0.118255 -0.315917 0.861404
-0.10765 -0.322845 0.852993
-0.107968 -0.322991 0.853108
-0.10823 -0.323165 0.853255
-0.108416 -0.323353 0.853436
-0.105404 -0.324578 0.855854
-0.105794 -0.324358 0.855941
-0.105656 -0.324528 0.855776
-0.105912 -0.324492 0.855692
-0.106482 -0.324449 0.855462
-0.106862 -0.324409 0.855316
-0.107259 -0.324345 0.855171
-0.107918 -0.324188 0.854849
-0.107614 -0.324269 0.855021
-0.108171 -0.324108 0.854642
-0.108363 -0.324012 0.854404
-0.108531 -0.323727 0.853891
-0.108512 -0.323546 0.85365
-0.108482 -0.323885 0.854148
-0.111839 -0.318721 0.853163
-0.112032 -0.319052 0.853412
-0.111455 -0.318531 0.852928
-0.11102 -0.319049 0.852969
-0.116202 -0.315563 0.861277
-0.116373 -0.315808 0.861154
-0.115656 -0.315461 0.861109
-0.1159 -0.315792 0.861047
-0.113904 -0.315497 0.861229
-0.113541 -0.315281 0.861172
-0.114259 -0.315282 0.861067
-0.113922 -0.315067 0.861046
-0.114532 -0.315066 0.860976
-0.114213 -0.314918 0.860976
-0.113257 -0.315882 0.861521
-0.11294 -0.31563 0.861438
-0.113549 -0.31569 0.861367
-0.113188 -0.31547 0.8613
-0.115029 -0.31502 0.861135
-0.115072 -0.314859 0.861414
-0.115528 -0.315176 0.861239
-0.115589 -0.315027 0.861453
-0.116067 -0.315337 0.861394
-0.116066 -0.315198 0.861534
-0.116599 -0.315379 0.861693
-0.11715 -0.315559 0.861903
-0.116648 -0.315513 0.861598
-0.117218 -0.315685 0.861843
-0.116748 -0.31569 0.861494
-0.117262 -0.315822 0.861744
-0.112873 -0.31623 0.86199
-0.112801 -0.315903 0.861773
-0.113061 -0.316083 0.861743
-0.112837 -0.315774 0.861605
-0.111727 -0.317167 0.863077
-0.111449 -0.317056 0.863211
-0.112094 -0.316959 0.862858
-0.111746 -0.316831 0.863019
-0.11245 -0.316633 0.862543
-0.112057 -0.316509 0.862732
-0.112297 -0.316096 0.862349
-0.112476 -0.315717 0.861988
-0.11262 -0.316201 0.862173
-0.112692 -0.315817 0.861841
-0.11083 -0.317688 0.863462
-0.110731 -0.317617 0.863581
-0.111076 -0.317538 0.863379
-0.110933 -0.317464 0.863504
-0.111276 -0.31741 0.863299
-0.111095 -0.317333 0.863426
-0.11022 -0.318007 0.863633
-0.110226 -0.317956 0.863739
-0.110528 -0.317852 0.86355
-0.110483 -0.317791 0.863664
-0.109957 -0.318131 0.863706
-0.110012 -0.318073 0.863813
-0.117944 -0.316009 0.862138
-0.117686 -0.315935 0.862
-0.118062 -0.31597 0.862211
-0.117713 -0.315834 0.862097
-0.117698 -0.315729 0.862156
-0.110851 -0.317569 0.864494
-0.110749 -0.317749 0.864477
-0.110627 -0.317899 0.864438
-0.111365 -0.317672 0.864839
-0.111258 -0.317843 0.864815
-0.111069 -0.317982 0.864739
-0.110559 -0.318038 0.864437
-0.110213 -0.318027 0.864165
-0.110333 -0.317865 0.864176
-0.110064 -0.318025 0.863966
-0.110208 -0.317864 0.863978
-0.118012 -0.315738 0.862578
-0.117772 -0.315638 0.862741
-0.118364 -0.315829 0.862969
-0.11814 -0.31577 0.863162
-0.117535 -0.315605 0.862876
-0.117243 -0.31559 0.863012
-0.117911 -0.315752 0.863305
-0.11764 -0.315739 0.863432
-0.117523 -0.315593 0.862249
-0.116971 -0.315431 0.861948
-0.117297 -0.315488 0.862354
-0.116779 -0.315333 0.862018
-0.116523 -0.315251 0.862086
-0.116231 -0.315207 0.862189
-0.117063 -0.315434 0.862465
-0.116774 -0.31541 0.862593
-0.116851 -0.315871 0.861341
-0.117297 -0.315958 0.861568
-0.11095 -0.317357 0.864489
-0.111466 -0.317467 0.864842
-0.111109 -0.317139 0.864465
-0.111646 -0.31725 0.864821
-0.111207 -0.316914 0.863334
-0.111085 -0.316785 0.863448
-0.11146 -0.316683 0.863167
-0.11134 -0.316565 0.863304
-0.111734 -0.316361 0.862915
-0.111666 -0.31622 0.863098
-0.111782 -0.315866 0.862759
-0.11194 -0.315568 0.862467
-0.111934 -0.315972 0.862551
-0.112138 -0.315616 0.862206
-0.110906 -0.317212 0.863578
-0.11075 -0.317369 0.863651
-0.110576 -0.317542 0.863714
-0.110808 -0.317067 0.863792
-0.110626 -0.317291 0.863856
-0.110472 -0.317492 0.863901
-0.112816 -0.315358 0.861626
-0.112767 -0.31526 0.861884
-0.11289 -0.315238 0.862268
-0.113067 -0.31524 0.861509
-0.113108 -0.315168 0.861767
-0.113313 -0.315146 0.862094
-0.1134 -0.315087 0.861391
-0.113476 -0.315064 0.861651
-0.113711 -0.315087 0.861972
-0.113395 -0.31515 0.861226
-0.11306 -0.315329 0.861347
-0.112837 -0.315468 0.861474
-0.112739 -0.315601 0.861621
-0.112634 -0.315488 0.861762
-0.112422 -0.31539 0.861998
-0.112326 -0.315369 0.862315
-0.11459 -0.314852 0.861057
-0.114208 -0.314799 0.861048
-0.11457 -0.314738 0.861251
-0.114211 -0.314739 0.861209
-0.115627 -0.315 0.861799
-0.115869 -0.315198 0.862326
-0.11529 -0.314994 0.861925
-0.114779 -0.314815 0.861571
-0.115472 -0.315214 0.862464
-0.114936 -0.315044 0.86207
-0.114482 -0.314888 0.861716
-0.110189 -0.317908 0.863843
-0.110388 -0.317728 0.863784
-0.11034 -0.317685 0.863946
-0.115981 -0.315085 0.861744
-0.11635 -0.315222 0.861746
-0.117674 -0.316044 0.861789
-0.117957 -0.316097 0.861946
-0.112365 -0.316375 0.863772
-0.112528 -0.316371 0.863965
-0.112866 -0.316391 0.864194
-0.112985 -0.316123 0.863661
-0.113173 -0.316151 0.863861
-0.113487 -0.316212 0.864107
-0.113609 -0.315868 0.863539
-0.113827 -0.315929 0.863746
-0.114087 -0.316024 0.863991
-0.112974 -0.315412 0.862669
-0.113058 -0.315694 0.863047
-0.113487 -0.315268 0.862572
-0.113584 -0.315462 0.86292
-0.114021 -0.315343 0.862846
-0.112586 -0.315737 0.862986
-0.112469 -0.315504 0.862673
-0.112291 -0.31576 0.862964
-0.112072 -0.315655 0.862764
-0.111305 -0.316728 0.863871
-0.111436 -0.31673 0.864095
-0.111796 -0.316757 0.864376
-0.111783 -0.316573 0.863843
-0.111934 -0.316562 0.864046
-0.112313 -0.316577 0.864298
-0.114737 -0.315539 0.863338
-0.115041 -0.315615 0.863534
-0.115369 -0.315716 0.863774
-0.115149 -0.315481 0.863247
-0.115488 -0.315538 0.863406
-0.115887 -0.315615 0.863608
-0.115382 -0.315456 0.863161
-0.115703 -0.315476 0.863218
-0.116265 -0.315533 0.863328
-0.116829 -0.315556 0.863167
-0.115932 -0.315374 0.862872
-0.11638 -0.315387 0.862741
-0.114208 -0.315667 0.863433
-0.114467 -0.315746 0.863642
-0.114752 -0.315859 0.863897
-0.113807 -0.315194 0.862429
-0.114365 -0.315289 0.862749
-0.114176 -0.315163 0.86232
-0.114715 -0.315271 0.862661
-0.112461 -0.316845 0.864694
-0.11302 -0.31664 0.864595
-0.113545 -0.316422 0.864442
-0.116834 -0.315693 0.863754
-0.116334 -0.315755 0.863946
-0.115745 -0.315876 0.864114
-0.115072 -0.316038 0.864247
-0.114306 -0.3162 0.864314
-0.117284 -0.315705 0.863583
-0.11055 -0.317503 0.86417
-0.110444 -0.317693 0.864179
-0.113806 -0.314891 0.861279
-0.113801 -0.314938 0.861115
-0.113884 -0.314914 0.861529
-0.114112 -0.314992 0.861845
-0.114278 -0.314774 0.861429
-0.11814 -0.316091 0.862007
-0.104189 -0.323807 0.853148
-0.104165 -0.323822 0.853237
-0.103503 -0.324059 0.853235
-0.103499 -0.324073 0.853318
-0.102933 -0.32425 0.853342
-0.102948 -0.324262 0.853421
-0.10262 -0.324356 0.853514
-0.102606 -0.324349 0.853434
-0.104225 -0.323815 0.853299
-0.104285 -0.323809 0.853354
-0.103569 -0.32405 0.853369
-0.103659 -0.32402 0.853414
-0.103014 -0.32423 0.85346
-0.103106 -0.324186 0.853492
-0.104839 -0.323529 0.853107
-0.105431 -0.323249 0.853094
-0.104808 -0.323554 0.853202
-0.105381 -0.323293 0.853191
-0.10544 -0.323307 0.853261
-0.105536 -0.323299 0.853351
-0.10486 -0.323567 0.853269
-0.104892 -0.323588 0.853336
-0.10647 -0.322719 0.853108
-0.106263 -0.322833 0.853219
-0.105975 -0.322982 0.853091
-0.105856 -0.323066 0.853194
-0.10266 -0.324318 0.853542
-0.102717 -0.324268 0.85356
-0.102898 -0.323933 0.853003
-0.102788 -0.323822 0.853024
-0.103293 -0.323848 0.853008
-0.103108 -0.323766 0.853031
-0.103385 -0.323702 0.853052
-0.103618 -0.323607 0.853094
-0.103656 -0.323736 0.85304
-0.103965 -0.323604 0.853078
-0.103858 -0.323482 0.853154
-0.104275 -0.323426 0.853127
-0.104113 -0.323331 0.853213
-0.104595 -0.323233 0.853184
-0.104391 -0.323181 0.853251
-0.104868 -0.323056 0.853243
-0.104646 -0.323044 0.853283
-0.104837 -0.322924 0.853328
-0.104997 -0.322802 0.853375
-0.105003 -0.322934 0.853293
-0.105106 -0.322822 0.853336
-0.105199 -0.322884 0.853278
-0.105191 -0.322816 0.85331
-0.105468 -0.322723 0.85331
-0.10535 -0.322682 0.853339
-0.105786 -0.322519 0.853366
-0.105601 -0.322486 0.853395
-0.106135 -0.322316 0.853432
-0.105902 -0.32228 0.853471
-0.106478 -0.322112 0.853502
-0.106215 -0.322071 0.853561
-0.107595 -0.321239 0.853755
-0.107414 -0.321242 0.853824
-0.107778 -0.321159 0.853782
-0.107396 -0.321164 0.853882
-0.107926 -0.321104 0.853795
-0.107152 -0.320866 0.853959
-0.106784 -0.321896 0.853574
-0.106515 -0.321856 0.853654
-0.10707 -0.321663 0.853643
-0.106825 -0.321627 0.853737
-0.108084 -0.321122 0.853798
-0.107326 -0.32095 0.854062
-0.108152 -0.321212 0.853741
-0.107465 -0.321096 0.854073
-0.107353 -0.321422 0.853707
-0.107155 -0.321396 0.853799
-0.108103 -0.321417 0.853588
-0.107667 -0.321437 0.853827
-0.107905 -0.321669 0.85343
-0.107565 -0.321724 0.853635
-0.105754 -0.320084 0.85428
-0.105001 -0.319897 0.854425
-0.10456 -0.31968 0.854442
-0.105716 -0.320199 0.854496
-0.104906 -0.319935 0.854577
-0.104376 -0.319658 0.854524
-0.105747 -0.320124 0.854708
-0.104765 -0.319778 0.85472
-0.104213 -0.319531 0.854621
-0.106579 -0.320457 0.85478
-0.107167 -0.320891 0.854746
-0.106697 -0.320654 0.854418
-0.107207 -0.320865 0.854458
-0.107684 -0.321151 0.854429
-0.10758 -0.321223 0.854174
-0.107813 -0.321344 0.854205
-0.106525 -0.321568 0.853959
-0.106311 -0.32151 0.854008
-0.106046 -0.321401 0.853978
-0.106872 -0.321296 0.853985
-0.10662 -0.321208 0.854005
-0.106332 -0.321027 0.853942
-0.106789 -0.320724 0.853903
-0.106531 -0.320658 0.853859
-0.107606 -0.321931 0.853317
-0.107304 -0.322008 0.853504
-0.107248 -0.322197 0.853237
-0.106927 -0.322329 0.853415
-0.106879 -0.322458 0.853162
-0.106601 -0.322594 0.853292
-0.107474 -0.321793 0.853802
-0.107529 -0.321811 0.853977
-0.107218 -0.322061 0.853675
-0.107229 -0.322077 0.853851
-0.106936 -0.322319 0.853586
-0.106937 -0.32233 0.853738
-0.106683 -0.32254 0.853639
-0.1064 -0.322763 0.853552
-0.106621 -0.322576 0.85348
-0.107769 -0.321559 0.854097
-0.107636 -0.321523 0.853965
-0.10632 -0.322799 0.853374
-0.106026 -0.32302 0.85345
-0.105974 -0.323027 0.853291
-0.105936 -0.322015 0.853738
-0.105763 -0.321965 0.853795
-0.105543 -0.321902 0.853795
-0.106218 -0.321794 0.853869
-0.10603 -0.321743 0.853926
-0.105793 -0.321675 0.853918
-0.107034 -0.321364 0.853899
-0.10667 -0.3216 0.853855
-0.102717 -0.323694 0.853079
-0.102693 -0.323557 0.853131
-0.103001 -0.323638 0.85309
-0.102965 -0.323501 0.853145
-0.103271 -0.323564 0.853112
-0.10323 -0.323432 0.85317
-0.103514 -0.323477 0.853152
-0.103433 -0.323387 0.85319
-0.103968 -0.323254 0.853267
-0.103791 -0.323207 0.853273
-0.104216 -0.323131 0.853296
-0.104037 -0.323084 0.853301
-0.104454 -0.32301 0.853318
-0.104277 -0.322955 0.853326
-0.103736 -0.323371 0.853211
-0.103576 -0.323307 0.853231
-0.104834 -0.322765 0.853406
-0.104646 -0.322713 0.85341
-0.10517 -0.322655 0.85342
-0.105 -0.322619 0.853458
-0.104793 -0.322571 0.853467
-0.105384 -0.322471 0.853488
-0.105201 -0.322435 0.853535
-0.10498 -0.322385 0.853548
-0.10606 -0.322044 0.853649
-0.10565 -0.322248 0.853601
-0.105767 -0.322264 0.853532
-0.105493 -0.322478 0.853437
-0.104659 -0.322891 0.853357
-0.10448 -0.322835 0.853363
-0.105269 -0.32267 0.853376
-0.105471 -0.322205 0.853654
-0.105251 -0.322149 0.853663
-0.106352 -0.321825 0.853764
-0.105229 -0.323469 0.853462
-0.104727 -0.323613 0.853543
-0.104753 -0.323669 0.853418
-0.104458 -0.32378 0.853487
-0.104263 -0.323831 0.853422
-0.104196 -0.323865 0.853475
-0.103722 -0.324009 0.853475
-0.10381 -0.323993 0.853517
-0.103201 -0.324161 0.853546
-0.103322 -0.324129 0.85357
-0.102782 -0.324238 0.853604
-0.10286 -0.324203 0.853614
-0.10469 -0.319139 0.855282
-0.104643 -0.318535 0.85538
-0.10478 -0.318049 0.855308
-0.103692 -0.319023 0.855529
-0.103774 -0.318503 0.855601
-0.1039 -0.318008 0.855538
-0.103694 -0.319538 0.855605
-0.103725 -0.320014 0.855715
-0.104874 -0.319708 0.855402
-0.105054 -0.320255 0.855444
-0.106174 -0.320494 0.855102
-0.105811 -0.320041 0.855112
-0.105231 -0.319644 0.855011
-0.104054 -0.319061 0.854336
-0.10398 -0.319305 0.854413
-0.103903 -0.319788 0.854534
-0.10377 -0.319046 0.854533
-0.10367 -0.319232 0.854565
-0.103607 -0.319624 0.854612
-0.103505 -0.318951 0.85463
-0.103363 -0.319064 0.854609
-0.103212 -0.319348 0.854616
-0.103643 -0.320654 0.855743
-0.104628 -0.320761 0.85554
-0.103676 -0.320385 0.855756
-0.104737 -0.320544 0.855513
-0.103457 -0.321751 0.855227
-0.104341 -0.321812 0.855089
-0.103512 -0.321481 0.855381
-0.104451 -0.321536 0.855211
-0.103562 -0.321206 0.85554
-0.104519 -0.321252 0.855358
-0.102933 -0.322884 0.854498
-0.103378 -0.322816 0.85448
-0.103037 -0.322583 0.854705
-0.103658 -0.32257 0.854631
-0.103216 -0.322295 0.854893
-0.103966 -0.322293 0.854811
-0.10517 -0.320886 0.85526
-0.105489 -0.321161 0.854919
-0.105501 -0.320738 0.855157
-0.104911 -0.321903 0.854913
-0.105137 -0.322108 0.854663
-0.105084 -0.321585 0.854981
-0.105434 -0.321637 0.854745
-0.105124 -0.321254 0.855113
-0.103696 -0.322926 0.854362
-0.104003 -0.323074 0.854147
-0.104247 -0.322593 0.854542
-0.104701 -0.322601 0.854412
-0.104609 -0.322257 0.854746
-0.103064 -0.323107 0.854313
-0.103191 -0.323303 0.8541
-0.102946 -0.324133 0.853539
-0.10347 -0.324058 0.853521
-0.102982 -0.324031 0.853459
-0.103529 -0.323954 0.853465
-0.103423 -0.323827 0.853487
-0.10338 -0.323657 0.853609
-0.102935 -0.323905 0.853469
-0.102932 -0.323742 0.853595
-0.103994 -0.323929 0.853509
-0.10408 -0.323826 0.853501
-0.104323 -0.323537 0.853605
-0.104014 -0.323452 0.85365
-0.103875 -0.32371 0.853535
-0.103728 -0.323548 0.853628
-0.106542 -0.320369 0.854125
-0.10655 -0.320576 0.854308
-0.107369 -0.321618 0.854407
-0.107559 -0.321731 0.854206
-0.107488 -0.321304 0.854553
-0.107781 -0.321444 0.854329
-0.106137 -0.320891 0.854924
-0.105873 -0.321281 0.854705
-0.106805 -0.321123 0.854728
-0.10629 -0.32141 0.854588
-0.106892 -0.321503 0.854522
-0.106133 -0.319525 0.85377
-0.105457 -0.319672 0.853929
-0.104689 -0.319986 0.854149
-0.106054 -0.319871 0.854015
-0.105271 -0.319865 0.854174
-0.104396 -0.319192 0.854155
-0.104486 -0.319395 0.854277
-0.104524 -0.319577 0.854191
-0.104823 -0.319693 0.854264
-0.106972 -0.321956 0.854239
-0.106549 -0.322312 0.854061
-0.107202 -0.322035 0.854059
-0.106833 -0.322339 0.85391
-0.10616 -0.322906 0.853665
-0.105774 -0.322978 0.853768
-0.105726 -0.323199 0.853554
-0.105305 -0.323299 0.853648
-0.106506 -0.322623 0.85378
-0.106166 -0.322652 0.853904
-0.103324 -0.32332 0.853203
-0.103022 -0.323363 0.853164
-0.103527 -0.323193 0.853228
-0.103179 -0.323167 0.853171
-0.103572 -0.322952 0.853212
-0.103916 -0.322727 0.853269
-0.103822 -0.323032 0.853261
-0.104106 -0.322869 0.853301
-0.106456 -0.321869 0.854342
-0.105926 -0.321785 0.854422
-0.106046 -0.322251 0.854153
-0.105581 -0.322186 0.85425
-0.105635 -0.322611 0.85398
-0.105159 -0.322565 0.85407
-0.105209 -0.32295 0.853831
-0.104694 -0.322918 0.853897
-0.104764 -0.32327 0.853706
-0.10427 -0.323234 0.853749
-0.103931 -0.322218 0.853377
-0.104274 -0.322252 0.853405
-0.104541 -0.322299 0.853445
-0.103937 -0.322481 0.85331
-0.104222 -0.322476 0.853344
-0.104417 -0.322488 0.853383
-0.104219 -0.322639 0.853321
-0.104359 -0.322598 0.853355
-0.103491 -0.322724 0.853223
-0.103103 -0.322728 0.853215
-0.103529 -0.322486 0.853275
-0.103099 -0.322508 0.853265
-0.103502 -0.322216 0.853347
-0.103071 -0.322244 0.853338
-0.10391 -0.321535 0.853602
-0.104452 -0.321634 0.853619
