using ndc
-0.097251 -0.322342 0.859156
-0.0972846 -0.322241 0.85909
-0.0973341 -0.322121 0.859051
-0.0968072 -0.322323 0.859245
-0.0968606 -0.322209 0.859187
-0.0969334 -0.322068 0.859159
-0.0982461 -0.322139 0.858458
-0.0983045 -0.322145 0.858317
-0.0982988 -0.321976 0.858442
-0.0983552 -0.321994 0.858284
-0.0983282 -0.322055 0.858184
-0.0982855 -0.322147 0.858211
-0.0983289 -0.322239 0.858209
-0.0982527 -0.322063 0.858111
-0.0982168 -0.322142 0.858131
-0.0982673 -0.322226 0.858135
-0.0979932 -0.321588 0.858909
-0.0981789 -0.321652 0.858749
-0.0982954 -0.321708 0.858593
-0.0981445 -0.321285 0.858926
-0.0982991 -0.321354 0.85876
-0.0983835 -0.321428 0.858596
-0.0974287 -0.321975 0.859039
-0.0975658 -0.32178 0.859048
-0.0970468 -0.321906 0.859161
-0.097204 -0.321705 0.859183
-0.0974003 -0.32145 0.859212
-0.0977344 -0.32152 0.859068
-0.0976178 -0.321163 0.859244
-0.0979192 -0.321221 0.859093
-0.0963482 -0.322291 0.859318
-0.0964147 -0.322168 0.859264
-0.0964986 -0.32201 0.859244
-0.0958811 -0.322242 0.859367
-0.0959563 -0.322116 0.859315
-0.0960416 -0.321949 0.859299
-0.0983545 -0.321756 0.858438
-0.0983981 -0.321791 0.858296
-0.0984073 -0.321505 0.858437
-0.0984184 -0.321572 0.858295
-0.0966153 -0.321835 0.859257
-0.0967785 -0.32163 0.859289
-0.0961516 -0.321765 0.859321
-0.0963123 -0.321556 0.859363
-0.0965415 -0.321317 0.859407
-0.0969945 -0.321383 0.859327
-0.0968104 -0.321059 0.859451
-0.0972402 -0.32111 0.859367
-0.0954637 -0.322188 0.857662
-0.0954645 -0.322274 0.857619
-0.0954803 -0.322329 0.857549
-0.0948984 -0.322095 0.857715
-0.094877 -0.322172 0.85767
-0.0948573 -0.322213 0.857603
-0.0944061 -0.321963 0.85782
-0.0943577 -0.322033 0.857773
-0.0942951 -0.322063 0.857714
-0.0987286 -0.322537 0.857953
-0.0986269 -0.322555 0.85784
-0.0986217 -0.322441 0.857986
-0.0985036 -0.32245 0.857888
-0.0984959 -0.322353 0.858018
-0.0983684 -0.322351 0.857937
-0.0983871 -0.322287 0.858129
-0.0949657 -0.322098 0.859379
-0.0954106 -0.322175 0.859385
-0.0950582 -0.321987 0.85933
-0.095493 -0.322054 0.859334
-0.0951394 -0.321823 0.859323
-0.0955757 -0.321886 0.859323
-0.094227 -0.321947 0.859325
-0.0945735 -0.322022 0.859357
-0.0943478 -0.321856 0.859282
-0.0946811 -0.32192 0.859312
-0.0944331 -0.321705 0.859276
-0.0947651 -0.321763 0.859307
-0.0934678 -0.321485 0.859046
-0.0933316 -0.321578 0.859047
-0.0931473 -0.321614 0.859062
-0.0936349 -0.321539 0.859118
-0.0935245 -0.321651 0.859125
-0.0933636 -0.321701 0.859151
-0.0938482 -0.321597 0.859179
-0.0937619 -0.321726 0.85919
-0.0936244 -0.321793 0.859224
-0.0929181 -0.321511 0.85886
-0.092995 -0.321549 0.858963
-0.0931124 -0.321489 0.858862
-0.0931886 -0.321522 0.858957
-0.0932556 -0.321416 0.858873
-0.0933336 -0.321442 0.858962
-0.0933715 -0.321298 0.858894
-0.0934529 -0.321315 0.85898
-0.0935823 -0.321345 0.859062
-0.0934996 -0.321139 0.858907
-0.0935873 -0.321149 0.858997
-0.0937192 -0.321169 0.859083
-0.0929173 -0.321505 0.858759
-0.0931119 -0.321482 0.858769
-0.0932531 -0.321411 0.858786
-0.0929577 -0.321524 0.858651
-0.0931513 -0.321499 0.85867
-0.0932922 -0.321427 0.858693
-0.0933994 -0.321311 0.858716
-0.0933634 -0.321297 0.858807
-0.0935133 -0.321155 0.858723
-0.0934833 -0.321141 0.858817
-0.0930857 -0.321618 0.858383
-0.0930075 -0.321563 0.858526
-0.0932647 -0.321586 0.858426
-0.0931967 -0.321534 0.858557
-0.0934024 -0.321512 0.858466
-0.093338 -0.32146 0.858588
-0.0935112 -0.321394 0.858497
-0.0934465 -0.321343 0.858615
-0.0936227 -0.321234 0.858507
-0.0935592 -0.321185 0.858622
-0.0932247 -0.32169 0.858227
-0.093386 -0.321659 0.858276
-0.093512 -0.321587 0.858322
-0.0934608 -0.321787 0.858056
-0.0935966 -0.321758 0.858109
-0.0937022 -0.321689 0.858157
-0.093787 -0.321569 0.8582
-0.0936136 -0.321468 0.858359
-0.0938775 -0.321399 0.858226
-0.0937183 -0.321305 0.858376
-0.0938217 -0.321914 0.857875
-0.093924 -0.321887 0.85793
-0.0940022 -0.32182 0.857979
-0.0955562 -0.321863 0.857719
-0.095498 -0.322051 0.857693
-0.0949923 -0.321768 0.857792
-0.094935 -0.321958 0.857756
-0.0945031 -0.321641 0.857906
-0.0944469 -0.321829 0.857866
-0.096136 -0.322385 0.857549
-0.0960985 -0.322319 0.857612
-0.0960787 -0.322226 0.857649
-0.0968002 -0.322419 0.857583
-0.096737 -0.32234 0.857639
-0.0966887 -0.322235 0.857673
-0.0979898 -0.322523 0.857694
-0.0974407 -0.32247 0.857635
-0.0978514 -0.32241 0.857753
-0.0973342 -0.322373 0.85769
-0.0977447 -0.322269 0.857817
-0.0972439 -0.32225 0.857729
-0.0960972 -0.322088 0.85767
-0.0961399 -0.321904 0.857684
-0.0966765 -0.322095 0.857685
-0.0966912 -0.321916 0.857691
-0.0967178 -0.321698 0.857705
-0.0961873 -0.32168 0.8577
-0.0956214 -0.321635 0.857741
-0.0967494 -0.321459 0.857725
-0.0962352 -0.321434 0.85772
-0.0956887 -0.321385 0.85776
-0.0976323 -0.321947 0.857828
-0.0971762 -0.321927 0.857744
-0.0975939 -0.321743 0.85782
-0.0971785 -0.321717 0.857754
-0.0975902 -0.321533 0.857833
-0.0971942 -0.32149 0.857773
-0.098386 -0.322552 0.857758
-0.0982461 -0.32244 0.857815
-0.0981201 -0.32233 0.857876
-0.0940625 -0.321693 0.858024
-0.0941327 -0.321514 0.85806
-0.0945935 -0.321415 0.857933
-0.0942369 -0.321294 0.858076
-0.0939961 -0.321188 0.858227
-0.0947049 -0.321169 0.85795
-0.0943626 -0.321054 0.858079
-0.0941329 -0.320957 0.858212
-0.0950706 -0.321538 0.857819
-0.0951609 -0.321289 0.85784
-0.0937642 -0.321038 0.858487
-0.0937074 -0.320992 0.858599
-0.0936676 -0.320964 0.858704
-0.0939257 -0.320822 0.858451
-0.0938791 -0.320781 0.858561
-0.0938484 -0.320754 0.858668
-0.0938499 -0.321103 0.858364
-0.093999 -0.32088 0.858335
-0.0936717 -0.320946 0.858899
-0.0937697 -0.320952 0.858998
-0.0939124 -0.320969 0.859093
-0.093872 -0.320734 0.858879
-0.0939826 -0.320739 0.858989
-0.0941409 -0.320755 0.859096
-0.0936458 -0.32095 0.858802
-0.0938357 -0.320739 0.858773
-0.0945093 -0.321524 0.859303
-0.0948484 -0.321574 0.859338
-0.095232 -0.321631 0.859356
-0.0946418 -0.321323 0.859344
-0.0949897 -0.321367 0.859385
-0.095383 -0.321419 0.859407
-0.0939125 -0.321873 0.859281
-0.0940396 -0.321793 0.859242
-0.0941212 -0.321651 0.859233
-0.0939298 -0.321432 0.859197
-0.0941956 -0.321477 0.859255
-0.0940605 -0.321242 0.859228
-0.0943248 -0.321282 0.85929
-0.0956771 -0.321696 0.859352
-0.0958341 -0.321484 0.859401
-0.0981973 -0.322279 0.857968
-0.097946 -0.322224 0.857911
-0.098069 -0.322211 0.857989
-0.0983303 -0.322284 0.858046
-0.0981864 -0.322216 0.858062
-0.0937335 -0.321386 0.859134
-0.093868 -0.321202 0.859159
-0.0984293 -0.32195 0.858171
-0.0984713 -0.321935 0.858082
-0.0984612 -0.321803 0.85818
-0.0984967 -0.321807 0.858082
-0.0984546 -0.321618 0.858179
-0.0984727 -0.321642 0.858082
-0.0984134 -0.321928 0.857999
-0.0982552 -0.321919 0.857927
-0.0984433 -0.321805 0.857993
-0.098272 -0.321792 0.85792
-0.0984147 -0.321647 0.857996
-0.0982468 -0.321628 0.857927
-0.097183 -0.322103 0.85774
-0.097593 -0.322112 0.857821
-0.0978415 -0.322118 0.857909
-0.0978884 -0.322019 0.857905
-0.0979991 -0.322123 0.85799
-0.0980346 -0.322042 0.85798
-0.0979816 -0.321915 0.857881
-0.0979719 -0.321768 0.85787
-0.0979563 -0.321585 0.85788
-0.0940729 -0.320999 0.859177
-0.094278 -0.321036 0.859253
-0.0943208 -0.320785 0.859191
-0.0945479 -0.320822 0.859274
-0.0948823 -0.32111 0.859381
-0.0952351 -0.321147 0.859429
-0.0956276 -0.321193 0.859455
-0.0951884 -0.320891 0.859413
-0.0955433 -0.320922 0.859468
-0.095928 -0.320959 0.859499
-0.0945551 -0.321073 0.859322
-0.0948466 -0.320858 0.859348
-0.096073 -0.321251 0.859449
-0.0963601 -0.321006 0.859495
-0.098123 -0.322133 0.858061
-0.0981626 -0.322054 0.858045
-0.0872582 -0.31193 0.855988
-0.0869181 -0.311614 0.856454
-0.0867617 -0.311591 0.856981
-0.0867089 -0.311583 0.857519
-0.0867238 -0.311526 0.858031
-0.0867944 -0.311404 0.858503
-0.0869482 -0.311195 0.858942
-0.0888851 -0.313288 0.854507
-0.0883616 -0.312903 0.854914
-0.0879021 -0.312545 0.855318
-0.0901013 -0.314059 0.853759
-0.0894592 -0.313675 0.854125
-0.0883277 -0.309287 0.859068
-0.0892934 -0.309092 0.859653
-0.0903751 -0.309224 0.860475
-0.0875231 -0.310747 0.859699
-0.0878573 -0.310024 0.859405
-0.0879089 -0.310533 0.859984
-0.0884262 -0.30986 0.859825
-0.0883761 -0.310404 0.860296
-0.0916357 -0.314808 0.853064
-0.0908302 -0.314438 0.853403
-0.0981444 -0.310913 0.863407
-0.0991477 -0.311014 0.863479
-0.100177 -0.311077 0.863524
-0.0962023 -0.310626 0.863143
-0.0971649 -0.31078 0.863297
-0.101232 -0.311106 0.863551
-0.1023 -0.311112 0.863556
-0.0952519 -0.310459 0.862938
-0.0943202 -0.310242 0.86265
-0.10238 -0.316978 0.850885
-0.101475 -0.316957 0.850923
-0.100442 -0.316897 0.851023
-0.0934067 -0.309946 0.862248
-0.0924772 -0.309617 0.861727
-0.0914859 -0.309335 0.861108
-0.0891473 -0.309699 0.860206
-0.0898949 -0.30977 0.860741
-0.0889738 -0.310291 0.860635
-0.089603 -0.310298 0.861027
-0.101889 -0.32423 0.853252
-0.101287 -0.324046 0.853146
-0.100574 -0.323802 0.853055
-0.101821 -0.324241 0.853192
-0.101199 -0.324066 0.853086
-0.100471 -0.323833 0.852993
-0.101759 -0.324294 0.853176
-0.101121 -0.324128 0.853064
-0.100375 -0.323908 0.852966
-0.099669 -0.323659 0.852904
-0.0997921 -0.323572 0.852939
-0.0999136 -0.32353 0.853007
-0.0990232 -0.323397 0.852876
-0.0991745 -0.323299 0.852913
-0.0993109 -0.323249 0.852987
-0.101735 -0.324386 0.853203
-0.101077 -0.324228 0.853081
-0.100303 -0.324019 0.852971
-0.101729 -0.324492 0.853251
-0.101059 -0.324352 0.853123
-0.100255 -0.324159 0.853005
-0.102237 -0.324331 0.85334
-0.1022 -0.32434 0.853281
-0.102165 -0.324389 0.853271
-0.102429 -0.324359 0.853377
-0.102429 -0.324368 0.853319
-0.102429 -0.324417 0.85331
-0.10243 -0.32451 0.853353
-0.102152 -0.324477 0.853305
-0.102431 -0.324651 0.853442
-0.102133 -0.324581 0.853357
-0.0984322 -0.32314 0.852873
-0.0985966 -0.323033 0.852903
-0.098726 -0.32297 0.852978
-0.0979177 -0.322921 0.852888
-0.0980579 -0.322805 0.852904
-0.0980932 -0.32268 0.852978
-0.0995633 -0.32378 0.852903
-0.0988768 -0.323528 0.852878
-0.0994742 -0.323934 0.852934
-0.0987368 -0.32369 0.852919
-0.0980354 -0.323441 0.852954
-0.0982377 -0.323276 0.852892
-0.0974029 -0.323208 0.853021
-0.0976672 -0.323049 0.852932
-0.101748 -0.324693 0.853379
-0.101063 -0.324615 0.853265
-0.100209 -0.324483 0.85316
-0.101768 -0.324802 0.853479
-0.101078 -0.324747 0.853376
-0.100208 -0.324643 0.853293
-0.101776 -0.324909 0.853586
-0.101097 -0.324872 0.85351
-0.100223 -0.32479 0.853459
-0.0984873 -0.324088 0.853122
-0.0993366 -0.324305 0.85311
-0.0986028 -0.323882 0.852998
-0.0993977 -0.324114 0.853001
-0.100224 -0.324318 0.853066
-0.101057 -0.324482 0.853184
-0.101745 -0.324593 0.85331
-0.102145 -0.3247 0.853444
-0.102431 -0.324809 0.853595
-0.102177 -0.324814 0.853559
-0.102432 -0.324961 0.853764
-0.102165 -0.324929 0.85367
-0.101037 -0.323872 0.852627
-0.101709 -0.324021 0.852614
-0.102429 -0.324077 0.852611
-0.100956 -0.323763 0.852401
-0.101662 -0.323921 0.852386
-0.102429 -0.323981 0.852383
-0.100918 -0.323633 0.852154
-0.101636 -0.323791 0.852132
-0.102428 -0.323852 0.85213
-0.102429 -0.324156 0.85287
-0.101789 -0.324105 0.85287
-0.101199 -0.323976 0.852875
-0.102428 -0.324134 0.852944
-0.101807 -0.324083 0.852942
-0.101237 -0.323955 0.852941
-0.102428 -0.32407 0.852989
-0.101846 -0.32402 0.852987
-0.101289 -0.32388 0.852993
-0.101006 -0.323307 0.85177
-0.101675 -0.323433 0.851726
-0.102427 -0.323481 0.851713
-0.101072 -0.323063 0.851626
-0.101707 -0.323173 0.851577
-0.102425 -0.323216 0.85156
-0.101132 -0.322757 0.851519
-0.101739 -0.322842 0.851465
-0.102423 -0.322877 0.851445
-0.101128 -0.323946 0.85278
-0.100689 -0.323801 0.852894
-0.100574 -0.323753 0.852801
-0.100445 -0.323659 0.85265
-0.100205 -0.323579 0.852939
-0.100052 -0.323512 0.85284
-0.0999016 -0.323399 0.852683
-0.100754 -0.323788 0.852951
-0.100314 -0.323578 0.852993
-0.100812 -0.32372 0.853005
-0.100421 -0.323521 0.853043
-0.0996944 -0.323308 0.853018
-0.0995158 -0.32323 0.8529
-0.0993673 -0.323106 0.852726
-0.0991718 -0.323014 0.853107
-0.0989759 -0.322923 0.85297
-0.0988408 -0.32279 0.852776
-0.0998592 -0.323319 0.853078
-0.0993941 -0.323041 0.853175
-0.100033 -0.323283 0.85312
-0.0996419 -0.323015 0.853217
-0.0986647 -0.322724 0.853181
-0.0984501 -0.322612 0.853036
-0.0983262 -0.322462 0.852834
-0.0981783 -0.322447 0.853237
-0.0979377 -0.322309 0.853094
-0.0978129 -0.322142 0.852896
-0.0989282 -0.322777 0.853251
-0.0984792 -0.32253 0.853309
-0.0991885 -0.322776 0.853281
-0.0987844 -0.322554 0.85334
-0.0983839 -0.322344 0.853397
-0.098046 -0.322297 0.853356
-0.097705 -0.322182 0.853281
-0.0980129 -0.322138 0.853453
-0.0976528 -0.322075 0.853403
-0.0972074 -0.321912 0.85333
-0.0974326 -0.322024 0.853143
-0.0972801 -0.321833 0.852953
-0.0969284 -0.321746 0.853185
-0.0966809 -0.321467 0.852987
-0.0968692 -0.321352 0.852761
-0.0970966 -0.321164 0.852538
-0.0963259 -0.321043 0.852835
-0.0966368 -0.320914 0.852609
-0.0961799 -0.320661 0.852674
-0.096676 -0.321662 0.853341
-0.0964468 -0.321498 0.853229
-0.0961641 -0.321206 0.853087
-0.096244 -0.32146 0.853365
-0.0960036 -0.321276 0.853273
-0.0957228 -0.320979 0.853158
-0.0953992 -0.320566 0.853023
-0.0958697 -0.320803 0.85293
-0.095126 -0.320034 0.852846
-0.0957243 -0.320375 0.852746
-0.0970064 -0.32178 0.853416
-0.0965191 -0.321564 0.853428
-0.0967933 -0.321612 0.853475
-0.0965279 -0.321401 0.853531
-0.0961528 -0.321352 0.85347
-0.0958135 -0.321247 0.853405
-0.0963698 -0.321222 0.853605
-0.0958153 -0.321194 0.853498
-0.0952877 -0.321037 0.853445
-0.0973633 -0.321878 0.85346
-0.0971143 -0.321667 0.853517
-0.0977029 -0.321925 0.85351
-0.097437 -0.321694 0.853568
-0.095577 -0.321075 0.853322
-0.0953342 -0.320824 0.853231
-0.0951318 -0.320869 0.853359
-0.0950508 -0.320735 0.853288
-0.0960841 -0.321194 0.853574
-0.0955754 -0.321196 0.853483
-0.0950907 -0.32111 0.8535
-0.0960077 -0.321279 0.853492
-0.0955184 -0.321312 0.853425
-0.0949798 -0.321294 0.853541
-0.0943629 -0.321026 0.853716
-0.0945195 -0.320879 0.853578
-0.0946105 -0.32074 0.853471
-0.0937752 -0.32072 0.853869
-0.093962 -0.320581 0.853659
-0.0940459 -0.320421 0.853501
-0.0941108 -0.32026 0.853359
-0.0946194 -0.320594 0.853365
-0.0942596 -0.320125 0.853215
-0.0947015 -0.320486 0.853256
-0.0968901 -0.321439 0.853576
-0.0968044 -0.321255 0.853655
-0.0972034 -0.321456 0.853624
-0.0970591 -0.321291 0.853674
-0.0935727 -0.320077 0.853522
-0.0936565 -0.319879 0.853354
-0.0938355 -0.319702 0.853182
-0.0931427 -0.319735 0.853547
-0.0932178 -0.319477 0.853362
-0.0934101 -0.319241 0.853161
-0.0961663 -0.321454 0.853371
-0.0957449 -0.321507 0.85331
-0.0953556 -0.321572 0.853401
-0.0964714 -0.321678 0.853247
-0.0960936 -0.321728 0.85319
-0.0957228 -0.321813 0.853263
-0.09528 -0.321908 0.853462
-0.0949233 -0.321656 0.853609
-0.094546 -0.321404 0.853762
-0.0948067 -0.32201 0.853776
-0.0944983 -0.321729 0.853895
-0.0941733 -0.321492 0.854035
-0.0941143 -0.321165 0.853921
-0.0936862 -0.320942 0.854071
-0.093842 -0.321284 0.854171
-0.0934999 -0.32109 0.854298
-0.093157 -0.3209 0.854407
-0.093301 -0.320764 0.854216
-0.0933458 -0.320577 0.854055
-0.0928964 -0.320746 0.854473
-0.0929329 -0.320604 0.854348
-0.092974 -0.320419 0.854185
-0.0930215 -0.320255 0.854021
-0.0934024 -0.320393 0.853869
-0.0930484 -0.320097 0.853871
-0.0930753 -0.319924 0.853716
-0.0935022 -0.320257 0.853693
-0.0968251 -0.321912 0.853156
-0.096453 -0.32195 0.853097
-0.0960716 -0.322038 0.85315
-0.0972086 -0.322152 0.85309
-0.096824 -0.32217 0.853029
-0.0964226 -0.322246 0.853064
-0.0941541 -0.321988 0.854438
-0.0943863 -0.321976 0.854133
-0.0939395 -0.321816 0.854525
-0.0941624 -0.32177 0.854216
-0.0936999 -0.32165 0.854621
-0.0938895 -0.32157 0.854334
-0.0934436 -0.321499 0.854716
-0.0936086 -0.321392 0.854447
-0.0931232 -0.321319 0.854805
-0.093292 -0.321203 0.854547
-0.0956476 -0.322143 0.853313
-0.0952559 -0.322259 0.853545
-0.0960095 -0.322353 0.853196
-0.0956419 -0.322478 0.85339
-0.0953788 -0.322612 0.85361
-0.0950161 -0.322396 0.853777
-0.0946733 -0.322194 0.853977
-0.0952347 -0.32275 0.853855
-0.0948928 -0.322527 0.854027
-0.0945896 -0.32232 0.8542
-0.0976263 -0.322403 0.853034
-0.097218 -0.322387 0.852979
-0.0967925 -0.322436 0.853003
-0.0975745 -0.322588 0.852935
-0.0971504 -0.322603 0.852959
-0.0963793 -0.322534 0.853112
-0.0960182 -0.322662 0.853278
-0.0967656 -0.322697 0.853046
-0.096418 -0.322832 0.853186
-0.0975216 -0.322751 0.85292
-0.0976843 -0.323843 0.853191
-0.0978435 -0.323634 0.853052
-0.0969827 -0.323596 0.8533
-0.0971656 -0.323394 0.853142
-0.101724 -0.325232 0.854391
-0.10152 -0.325235 0.854574
-0.101339 -0.325203 0.854783
-0.102087 -0.325201 0.854388
-0.10184 -0.325219 0.854551
-0.101626 -0.325216 0.854732
-0.102432 -0.325189 0.854451
-0.102073 -0.32521 0.854562
-0.101864 -0.325227 0.854697
-0.101837 -0.325191 0.854101
-0.102204 -0.325148 0.854107
-0.102432 -0.325122 0.854118
-0.101827 -0.325141 0.853954
-0.102202 -0.325096 0.853958
-0.102432 -0.325062 0.853961
-0.101805 -0.325076 0.853814
-0.102174 -0.32503 0.853808
-0.100643 -0.325118 0.854911
-0.101024 -0.32517 0.854845
-0.100606 -0.325179 0.854707
-0.10111 -0.325224 0.85463
-0.100579 -0.3252 0.854516
-0.101216 -0.325237 0.854438
-0.100009 -0.324884 0.855322
-0.100151 -0.324918 0.855383
-0.100266 -0.324995 0.855424
-0.100422 -0.324919 0.855275
-0.100492 -0.324944 0.855329
-0.100557 -0.325024 0.855347
-0.10081 -0.3249 0.855282
-0.100754 -0.324909 0.855333
-0.100804 -0.325003 0.855344
-0.100163 -0.32505 0.854981
-0.0996357 -0.324955 0.855063
-0.100719 -0.325015 0.855109
-0.100303 -0.324974 0.85515
-0.0998385 -0.324908 0.855212
-0.10009 -0.32497 0.855619
-0.100142 -0.324977 0.855529
-0.0999085 -0.324869 0.85566
-0.0999136 -0.324873 0.855545
-0.0996457 -0.324744 0.855707
-0.0994014 -0.324982 0.854894
-0.100016 -0.325099 0.854794
-0.0991651 -0.32498 0.854724
-0.0998721 -0.325114 0.854612
-0.101456 -0.324976 0.855198
-0.101319 -0.32511 0.855002
-0.101118 -0.324919 0.855254
-0.101043 -0.325059 0.855063
-0.0916499 -0.320214 0.860675
-0.0923407 -0.320341 0.860949
-0.0931083 -0.320487 0.861176
-0.0916964 -0.320453 0.860448
-0.0923186 -0.320596 0.860684
-0.0930246 -0.32076 0.860886
-0.0917899 -0.320693 0.860245
-0.0923692 -0.320842 0.860452
-0.0930298 -0.321012 0.860633
-0.0933127 -0.320191 0.861511
-0.0936431 -0.319854 0.861901
-0.0939177 -0.320651 0.861346
-0.0941449 -0.320342 0.861673
-0.0945104 -0.320029 0.86202
-0.0947631 -0.320808 0.861477
-0.0949679 -0.320492 0.861783
-0.0952899 -0.320169 0.862102
-0.0956328 -0.320933 0.861592
-0.0964648 -0.321038 0.861679
-0.0946322 -0.321103 0.86119
-0.0955054 -0.321232 0.861318
-0.0963388 -0.321333 0.861413
-0.0945572 -0.321368 0.860921
-0.0954074 -0.321505 0.861044
-0.0962222 -0.321613 0.861135
-0.0937984 -0.320938 0.86105
-0.0937593 -0.321196 0.860786
-0.0968409 -0.320423 0.862212
-0.0960765 -0.320298 0.862167
-0.0971774 -0.320072 0.862519
-0.0964779 -0.319959 0.862484
-0.0957611 -0.319852 0.862428
-0.0975609 -0.319706 0.862836
-0.0969761 -0.319614 0.862813
-0.0963489 -0.319549 0.862752
-0.0969296 -0.321704 0.861176
-0.097069 -0.321423 0.861457
-0.0972077 -0.321136 0.861724
-0.0975854 -0.321788 0.861176
-0.097746 -0.32151 0.861465
-0.0978996 -0.321231 0.861735
-0.094526 -0.321592 0.860671
-0.0953327 -0.321741 0.860773
-0.0961253 -0.321867 0.860845
-0.0945284 -0.321772 0.860436
-0.0952895 -0.321935 0.860506
-0.0961216 -0.322113 0.860528
-0.0920981 -0.32114 0.859902
-0.0926099 -0.321281 0.860064
-0.0931927 -0.321436 0.860211
-0.0923183 -0.321315 0.859758
-0.0927916 -0.321449 0.859899
-0.0933289 -0.321594 0.860027
-0.0925718 -0.321462 0.859628
-0.0930048 -0.321589 0.859742
-0.0934922 -0.321723 0.85985
-0.0938316 -0.321603 0.860337
-0.0937756 -0.321418 0.860551
-0.0930904 -0.32124 0.860411
-0.098202 -0.320663 0.862231
-0.0975406 -0.320545 0.862232
-0.098454 -0.320283 0.862534
-0.0978356 -0.320178 0.862537
-0.0987512 -0.319863 0.862859
-0.0981844 -0.319774 0.862865
-0.0988681 -0.321973 0.8611
-0.0982489 -0.321877 0.861152
-0.099076 -0.321714 0.86139
-0.0984258 -0.321601 0.861448
-0.0992624 -0.32146 0.861659
-0.0985869 -0.321331 0.861722
-0.0971135 -0.322474 0.86022
-0.096653 -0.322327 0.860364
-0.097204 -0.322381 0.860422
-0.0967765 -0.322176 0.860627
-0.0973392 -0.322245 0.86064
-0.0945549 -0.321908 0.860213
-0.0952409 -0.322068 0.860255
-0.0959172 -0.322227 0.860243
-0.0945997 -0.322008 0.859996
-0.095223 -0.322156 0.860019
-0.0958371 -0.322298 0.859998
-0.0995238 -0.320892 0.862182
-0.0988613 -0.320779 0.862212
-0.0996623 -0.320467 0.862507
-0.0990567 -0.320378 0.862522
-0.099781 -0.319987 0.862851
-0.0992707 -0.319914 0.862864
-0.100674 -0.321917 0.86126
-0.100087 -0.322076 0.861048
-0.0997142 -0.322166 0.860925
-0.0999284 -0.321647 0.861515
-0.099645 -0.321869 0.861262
-0.0993708 -0.322075 0.861016
-0.0982005 -0.322698 0.859913
-0.0976258 -0.322589 0.860077
-0.0983155 -0.322591 0.86021
-0.0977635 -0.322495 0.860316
-0.0984875 -0.322435 0.860498
-0.097922 -0.322342 0.860577
-0.0964855 -0.322385 0.860151
-0.0969924 -0.322516 0.860022
-0.0963902 -0.322424 0.859928
-0.0968919 -0.322527 0.859821
-0.100885 -0.321087 0.862116
-0.100192 -0.321 0.862144
-0.100957 -0.320596 0.862507
-0.100293 -0.32054 0.862503
-0.101013 -0.320053 0.862891
-0.100369 -0.320018 0.862872
-0.102396 -0.322668 0.86035
-0.101753 -0.322664 0.860338
-0.100926 -0.322666 0.860282
-0.102393 -0.322367 0.860779
-0.101676 -0.322357 0.860773
-0.10093 -0.322339 0.860754
-0.102389 -0.321995 0.86124
-0.101579 -0.321976 0.861242
-0.0990054 -0.322506 0.860434
-0.0995524 -0.322554 0.860399
-0.0988586 -0.322656 0.860157
-0.0994835 -0.322696 0.860152
-0.098792 -0.322753 0.859909
-0.0994119 -0.322781 0.859937
-0.097482 -0.322619 0.859876
-0.0979584 -0.322701 0.859725
-0.097376 -0.322606 0.859689
-0.097913 -0.322676 0.859514
-0.0987516 -0.32281 0.859485
-0.0984676 -0.322772 0.859673
-0.0991637 -0.32285 0.859502
-0.0989225 -0.322812 0.859698
-0.0997123 -0.322883 0.859537
-0.099526 -0.322838 0.859741
-0.10162 -0.321137 0.862109
-0.10238 -0.321151 0.86211
-0.100802 -0.321506 0.861718
-0.101586 -0.321576 0.861688
-0.102385 -0.321596 0.861685
-0.101208 -0.322936 0.859661
-0.101136 -0.322842 0.859939
-0.101847 -0.32295 0.8597
-0.101824 -0.322849 0.859989
-0.1024 -0.322955 0.859713
-0.102399 -0.322854 0.860003
-0.101251 -0.322999 0.859402
-0.10185 -0.323017 0.859434
-0.102402 -0.323021 0.859447
-0.101311 -0.323067 0.859144
-0.101862 -0.323087 0.859171
-0.102403 -0.323092 0.859184
-0.102375 -0.320638 0.862522
-0.101656 -0.320628 0.862516
-0.10237 -0.320081 0.862918
-0.101685 -0.320075 0.862909
-0.0913332 -0.320902 0.859562
-0.0916729 -0.321014 0.859731
-0.091616 -0.321083 0.85947
-0.0919298 -0.321195 0.859612
-0.0919708 -0.321256 0.859396
-0.0922523 -0.321361 0.859508
-0.0924682 -0.321075 0.860247
-0.0919228 -0.320928 0.860063
-0.089426 -0.319473 0.859698
-0.0898382 -0.319514 0.86005
-0.0903528 -0.319581 0.860421
-0.0896803 -0.319698 0.859582
-0.0900229 -0.319731 0.859899
-0.0904613 -0.319794 0.860234
-0.0899357 -0.319914 0.859494
-0.0902221 -0.319945 0.859771
-0.0905982 -0.32001 0.860067
-0.0890287 -0.31896 0.860053
-0.0892025 -0.319226 0.859855
-0.0885695 -0.318888 0.859686
-0.0888226 -0.319186 0.859502
-0.0891215 -0.319465 0.859355
-0.0881918 -0.318823 0.859344
-0.0885094 -0.319149 0.85917
-0.0889 -0.319502 0.858976
-0.0893109 -0.319767 0.858983
-0.089439 -0.319705 0.859281
-0.0896109 -0.319969 0.858983
-0.0897339 -0.319924 0.859234
-0.088234 -0.319266 0.858437
-0.088531 -0.319378 0.858689
-0.0885054 -0.319513 0.858233
-0.0888146 -0.319652 0.858451
